ID,mon,stay,freq,plan,purp1,purp2,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad9,ad10,ad_impact1,ad_impact2,ad_impact3,info1,info2,info3,info4,info5,info6,info7,info8,info9,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,type,gs,gus1,gus2,gus3,gus4,gus5,gus6,gus7,gus8,btimes,bprice,local1,local2,local3,local4,local5,slp1,hsat,slp2,bsat,slp3,slp4,slp5,slp6,slp7,prepay,pmoney,pdollar,airf,pit1,pm1,pit2,pm2,pit3,pm3,pit4,pm4,pit5,pm5,pit6,pm6,money,dollar,money1,p1,money1_1,p1_1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sp13,sp14,sp15,sp16,sp17,sp18,sp19,sp20,sp21,sp22,sp23,sp24,sp25,sp26,sp27,sp28,sp29,sp30,sp31,sp32,sp33,sp34,sp35,spfav,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,ts,tus1,tus2,tus3,tus4,tus5,tus6,tus7,tus8,tus9,tus10,tus11,tus12,again,agwhy,recom,s11,s12,s13,s14,s21,s22,s23,s31,s32,s33,s34,sall,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,lc,nation,nation_o,resid,resid_o,age,educ,income,occup,gender
6518,12,5,1,24,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,3,9,9,9,9,9,9,9,9,9,99,9,0,0,0,0,1,0,9,1,5,0,0,0,0,0,1,1188,美元,1,1,399,1,161,1,161,1,72,1,40,0,0,851,美元,321,2,,2,155,2,59,2,62,2,,,254,2,21,,57,,73,,,,103,,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,2,5,9,11,14,28,33,57,66,133,808,,,,,,,,,,,,,,,,,,,,,,,,133,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,4,4,5,5,5,5,5,5,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,60,60,60,60,4,3,7,3,1
6519,12,5,1,20,2,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,4712,美元,1,1,1916,1,835,1,546,0,0,0,0,0,0,1975,美元,1547,2,,2,,,,,83,2,,,345,2,,,,,60,,,107,178,,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,4,5,9,10,28,45,49,52,54,56,65,803,808,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,5,4,5,5,4,4,5,4,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,60,60,60,60,2,2,6,3,1
6520,12,7,1,45,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,0,0,0,0,1,171,美元,1,0,0,1,49,1,49,1,14,1,8,0,0,425,美元,,,,,99,1,43,1,67,1,,,216,1,21,,31,72,51,,,41,,,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3,4,5,9,28,50,52,54,65,66,129,133,801,804,,,,,,,,,,,,,,,,,,,,,54,0,1,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,0,5,5,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,53,53,53,53,2,1,2,9,2
6521,12,4,1,32,2,3,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,1402,美元,1,1,765,0,0,1,218,0,0,0,0,0,0,818,美元,,,,,235,1,,,119,1,,,464,1,,,143,,83,238,,,,,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,4,11,21,22,30,49,52,53,,73,108,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,60,60,60,60,2,2,5,3,1
6522,12,4,2,17,1,0,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,3,9,9,9,9,9,9,9,9,9,99,9,0,0,0,0,1,0,9,1,5,0,0,0,0,0,1,856,美元,1,1,536,1,26,1,26,1,11,1,6,0,0,512,美元,93,2,,2,60,2,95,2,109,2,,,155,2,41,,21,54,39,,,,,,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,9,13,19,28,50,51,54,66,110,111,112,119,63,803,825,,,,,,,,,,,,,,,,,,,,,63,0,1,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,53,53,53,53,2,1,3,4,2
6523,12,7,1,42,2,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,4124,美元,1,1,1610,1,473,1,473,1,213,1,117,0,0,2113,美元,947,2,,2,,,,,47,2,,,1119,2,,,83,143,238,476,,,179,,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,2,126,127,128,133,185,186,187,194,196,204,803,808,,,,,,,,,,,,,,,,,,,,,,204,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,60,60,60,60,5,2,7,2,2
6524,12,3,3,13,2,3,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,1903,美元,1,1,936,1,286,1,107,0,0,0,0,0,0,306,美元,,,,,,,,,71,2,,,235,2,,,24,,92,,,119,,,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,7,9,13,22,26,45,,49,54,,803,805,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,53,53,53,53,3,3,7,1,1
6525,12,4,1,27,3,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,1113,美元,0,1,614,1,185,1,185,1,83,1,46,0,0,779,美元,371,1,,1,,,68,1,93,1,,,247,1,,,,,,144,,103,,,0,,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,3,5,10,11,22,28,31,44,49,54,56,,801,803,,,,,,,,,,,,,,,,,,,,10,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,60,60,60,60,4,2,7,3,1
6526,12,14,2,70,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,1,4,1,0,0,0,0,1,4622,美元,1,1,2790,1,166,1,166,1,75,1,41,0,0,2402,美元,332,3,,3,670,3,369,3,66,3,,,965,3,,154,79,,68,,,,664,,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,110,111,112,115,169,171,173,174,181,183,185,196,204,825,843,845,,,,,,,,,,,,,,,,,,,,181,1,0,1,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,60,60,60,60,5,3,7,1,1
6527,12,3,1,40,2,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,1903,美元,1,1,936,1,286,1,107,0,0,0,0,0,0,830,美元,,,,,,,,,178,2,,,652,2,84,,140,190,,238,,,,,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,13,22,72,77,88,101,127,133,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,4,4,5,5,5,4,5,5,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,53,53,53,53,2,1,7,5,1
6528,12,5,1,39,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,0,0,0,0,0,,,,,,,,,,,,,,,,493,美元,,,,,160,1,58,1,72,1,,,203,1,,,52,,48,,103,,,,0,,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,5,9,19,20,28,51,54,56,57,112,115,803,825,,,,,,,,,,,,,,,,,,,,,57,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,0,5,5,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,60,60,60,60,3,2,7,3,1
6529,12,12,2,76,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,1,5,0,0,0,0,0,1,2436,美元,1,1,1628,1,27,1,27,1,11,1,6,0,0,1621,美元,54,2,,2,389,2,282,2,317,2,,,579,2,,,57,265,185,,72,,,,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,229,231,233,235,238,240,241,242,254,266,861,862,,,,,,,,,,,,,,,,,,,,,,,,235,1,1,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,53,53,53,53,4,2,6,2,2
6530,12,5,1,95,6,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,1,1,2833,美元,1,1,283,1,227,1,170,0,0,1,1247,0,0,1439,美元,,,,,283,1,,,136,1,,,1020,1,,,91,,226,,567,,136,,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,9,10,41,54,59,82,86,101,107,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,60,60,60,60,5,2,7,1,1
6531,12,8,1,33,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,1,4,0,0,0,0,0,1,3123,美元,1,1,1727,1,170,1,170,1,76,1,42,0,0,1891,美元,339,2,,2,638,2,345,2,180,2,,,389,2,,,39,,26,,118,,206,,0,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,270,271,272,274,275,277,287,290,294,295,297,865,867,,,,,,,,,,,,,,,,,,,,,,,295,1,1,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,60,60,60,60,5,3,7,2,2
6532,12,4,1,45,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,419,美元,0,1,299,0,0,1,120,0,0,0,0,0,0,401,美元,,,,,133,1,,,62,1,,,206,1,,,41,103,62,,,,,,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,56,67,330,331,339,343,345,348,801,874,,,,,,,,,,,,,,,,,,,,,,,,330,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,53,53,53,53,3,2,5,4,2
6533,12,2,2,24,1,0,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,1,4,0,0,0,0,0,1,392,美元,1,1,166,1,40,1,40,1,19,1,10,0,0,165,美元,81,1,,1,43,1,20,1,,,,,21,1,,,,,21,,,,,,0,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,5,11,28,41,56,57,801,803,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,60,60,60,60,5,2,6,5,2
6534,12,3,2,10,2,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,1903,美元,1,1,936,1,286,1,107,0,0,0,0,0,0,508,美元,,,,,,,,,107,2,,,401,2,,,78,84,,239,,,,,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,2,4,9,20,24,49,52,101,133,803,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,53,53,53,53,3,3,7,2,2
6535,12,4,4,16,2,3,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,4307,美元,1,1,2462,1,206,1,206,1,93,1,50,0,0,1969,美元,412,4,,4,456,4,435,4,143,4,,,523,4,,,,,107,178,,,238,,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,13,22,26,44,50,54,69,76,101,801,803,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,60,60,60,60,5,3,7,1,1
6536,12,6,2,53,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,1889,美元,1,1,896,1,158,1,158,1,71,1,39,0,0,989,美元,316,2,,2,159,2,129,2,206,2,,,179,2,51,,86,,42,,,,,,0,,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,10,17,21,22,27,30,51,56,110,111,112,113,801,803,805,,,,,,,,,,,,,,,,,,,,113,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,60,60,60,60,3,2,7,3,2
6537,12,9,1,60,1,4,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,0,0,0,0,1,155,美元,1,0,0,1,44,1,44,1,12,1,7,0,0,920,美元,,,,,185,1,148,1,41,1,,,546,1,,,62,227,164,,93,,,,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,8,11,14,15,21,22,28,41,50,,65,66,67,139,146,801,803,,,,,,,,,,,,,,,146,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,53,53,53,53,4,2,6,1,2
6538,12,3,2,60,4,1,1,0,1,0,0,1,0,0,0,0,0,2,5,99,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,0,0,0,0,1,10156,新台幣,1,0,0,1,2911,1,2911,1,828,1,459,0,0,9142,新台幣,,,,,2318,1,901,1,773,1,,,5150,1,4506,,,,644,,,,,,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10,52,90,108,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,1,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,4,5,4,4,4,5,5,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,55,55,55,3,2,3,1,2
6539,12,4,1,90,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,37827,新台幣,1,1,14549,0,0,0,0,0,0,0,0,0,0,7725,新台幣,,,,,3605,1,3219,1,,,,,901,1,,,,,901,,,,,,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,5,65,67,165,183,803,843,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,4,4,5,4,5,4,4,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,55,55,55,2,2,1,11,2
6540,12,2,2,90,1,0,1,0,1,0,0,1,0,0,0,0,0,2,5,99,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,11330,新台幣,1,1,3090,0,0,0,0,0,0,0,0,0,0,5974,新台幣,,,,,2060,1,618,1,1236,1,,,2060,1,1236,,206,,618,,,,,,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,8,66,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,4,5,4,4,5,5,5,5,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,53,53,53,3,2,3,2,1
6541,12,6,1,120,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,3,0,9,0,0,0,0,0,1,19313,新台幣,1,1,11588,0,0,0,0,0,0,0,0,0,0,15708,新台幣,,,,,6438,1,3219,1,1931,1,,,4120,1,,,,,1545,,,,2575,,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3,5,65,66,185,235,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,1,1,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,3,4,5,4,3,5,4,5,4,4,4,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,55,55,55,55,3,2,3,1,1
6542,12,3,1,90,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,99,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,20802,新台幣,1,1,6901,0,0,0,0,0,0,1,2060,0,0,7004,新台幣,,,,,2884,1,1030,1,2060,1,,,1030,1,,,412,,618,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,11,13,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,3,3,4,5,5,5,5,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53,53,53,53,2,2,2,4,1
6543,12,9,1,150,1,0,1,1,1,1,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,3,0,9,0,0,0,0,0,1,42488,新台幣,1,1,19313,0,0,0,0,0,0,0,0,0,0,18026,新台幣,,,,,7725,1,5150,1,1288,1,1288,1,2575,1,,,2575,,,,,,,,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,8,51,65,77,165,171,240,294,845,,,,,,,,,,,,,,,,,,,,,,,,240,1,1,1,0,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,3,4,4,4,4,5,5,5,5,5,5,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,80,81,80,81,2,2,5,2,2
6544,12,14,2,180,4,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,0,0,0,0,1,25029,新台幣,1,0,0,0,0,0,0,0,0,1,5562,0,0,25956,新台幣,,,,,11124,1,,,3708,1,,,11124,1,7416,,,,3708,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,126,129,175,178,830,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5,4,4,4,4,5,5,5,5,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53,53,53,53,5,1,1,10,2
6545,12,9,1,180,1,0,1,0,1,0,0,0,0,0,0,0,0,2,99,99,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,77250,新台幣,1,1,51500,0,0,0,0,0,0,0,0,0,0,57938,新台幣,,,,,19313,2,9656,2,10300,2,3219,2,15450,2,5150,5150,,,2575,,2575,,,,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,9,10,65,77,171,178,331,874,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1,1,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,4,4,5,5,5,5,4,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,55,55,55,4,3,5,1,1
6546,12,3,1,120,1,0,1,1,1,0,0,1,0,0,0,0,0,2,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,19313,新台幣,1,1,7725,0,0,0,0,0,0,1,1931,0,0,7726,新台幣,,,,,4120,1,1288,1,1288,1,,,1030,1,,,,,1030,,,,,,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,5,8,11,51,65,77,801,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,1,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,4,4,4,4,5,4,4,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55,55,55,55,2,2,2,13,1
